con_legis_num,legislation_number,congress_session,title,cosponsors,bill,gov_track,dc_ratio_aggregate,ratio_binary,manual_coding,URL
117_s.2294,S. 2294,117,Arctic Security Initiative Act of 2021,7,1,1,0.00757576,0,0,https://www.congress.gov/bill/117th-congress/senate-bill/2294?q=%7B%22search%22%3A%22S.+2294%22%7D&s=9&r=1
117_s.2297,S. 2297,117,International Pandemic Preparedness and COVID-19 Response Act of 2021,6,1,1,0.03061653,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/2297?s=8&r=2297
117_s.2303,S. 2303,117,Democracy in Hong Kong Congressional Gold Medal Act,0,1,1,0.04812834,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/2303?s=9&r=2303
117_s.2345,S. 2345,117,Preventing Terrorism from Hitting America s Streets Act,0,1,1,0.00352113,0,0,https://www.congress.gov/bill/117th-congress/senate-bill/2345?s=9&r=2345
117_s.2371,S. 2371,117,Department of Defense Climate Resiliency and Readiness Act,1,1,1,0.03563271,1,0,https://www.congress.gov/bill/117th-congress/senate-bill/2371?s=9&r=2371
117_s.2373,S. 2373,117,American Nuclear Infrastructure Act of 2021,7,1,1,0.02830947,0,1,https://www.congress.gov/bill/117th-congress/senate-bill/2373?s=9&r=2373
117_s.2377,S. 2377,117,Energy Infrastructure Act,0,1,1,0.01717555,0,1,https://www.congress.gov/bill/117th-congress/senate-bill/2377?s=9&r=2377
117_s.2494,S.2494,117,A bill to require the Secretary of the Treasury to submit to Congress a report on virtual currencies and global competitiveness.,1,1,0,0.04512306,1,0,https://www.congress.gov/bill/117th-congress/senate-bill/2864/text?s=7&r=2494
117_s.2495,S. 2495,117,Protecting our Pharmaceutical Supply Chain from China Act of 2021,4,1,1,0.01515152,0,1,https://www.congress.gov/bill/117th-congress/senate-bill/2495?s=10&r=2495
117_s.2543,S. 2543,117,A bill to require a study on the national security implications of the People s Republic of China s efforts to create an official digital currency.,9,1,1,0.06989247,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/2543?s=1&r=2543
117_s.2587,S.2587,117,"A bill to designate the community-based outpatient clinic of the Department of Veterans Affairs in San Angelo, Texas, as the ""Colonel Charles and JoAnne Powell Department of Veterans Affairs Clinic"".",1,1,0,0.04615385,1,0,https://www.congress.gov/bill/117th-congress/senate-bill/2771?s=7&r=2587
117_s.2593,S. 2593,117,GIFTs in Higher Education Act,5,1,1,0.02411348,0,1,https://www.congress.gov/bill/117th-congress/senate-bill/2593?s=1&r=2593
117_s.2606,S.2606,117,Do No Harm Act,35,1,0,0.08728653,1,0,https://www.congress.gov/bill/117th-congress/senate-bill/2752?s=7&r=2606
117_s.2610,S. 2610,117,Intelligence Authorization Act for Fiscal Year 2022,0,1,1,0.00962874,0,1,https://www.congress.gov/bill/117th-congress/senate-bill/2610?s=2&r=2610
117_s.2719,S.2719,117,State Public Option Act,18,1,0,0.04758322,1,0,https://www.congress.gov/bill/117th-congress/senate-bill/2639/text?s=7&r=2719
117_s.2745,S. 2745,117,Preventing the Recognition of Terrorist States Act of 2021,5,1,1,0.0226435,0,0,https://www.congress.gov/bill/117th-congress/senate-bill/2745?s=3&r=2745
117_s.2792,S. 2792,117,National Defense Authorization Act for Fiscal Year 2022,0,1,1,0.01173058,0,0,https://www.congress.gov/bill/117th-congress/senate-bill/2792?s=3&r=2792
117_s.2826,S. 2826,117,Restricting Taliban Critical Mineral Trade Act,1,1,1,0.062,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/2826?s=4&r=2826
117_s.2845,S. 2845,117,Indo-Pacific Strategic Energy Initiative Act,0,1,1,0.04273504,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/2845?s=4&r=2845
117_s.2863,S. 2863,117,"Afghanistan Counterterrorism, Oversight, and Accountability Act of 2021",29,1,1,0.01683938,0,1,https://www.congress.gov/bill/117th-congress/senate-bill/2863?s=4&r=2863
117_s.2864,S.2864,117,United Nations Transparency and Accountability Act of 2021,0,1,0,0.04234528,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/2494?s=7&r=2864
117_s.2876,S. 2876,117,Transatlantic Telecommunications Security Act,6,1,1,0.05019741,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/2876?s=4&r=2876
117_s.2912,S. 2912,117,Biological Weapons Policy Act of 2021,0,1,1,0.03101666,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/2912?s=5&r=2912
117_s.2933,S. 2933,117,Chinese Communist Party Accountability Act of 2021,0,1,1,0.03055326,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/2933?s=5&r=2933
117_s.2937,S. 2937,117,BURMA Act of 2021,27,1,1,0.02361554,0,0,https://www.congress.gov/bill/117th-congress/senate-bill/2937?s=5&r=2937
117_s.295,S. 295,117,Hong Kong Safe Harbor Act,14,1,1,0.03733333,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/295?s=7&r=295
117_s.296,S.296,117,Protect Our Physicians Act,1,1,0,0.08678238,1,0,https://www.congress.gov/bill/117th-congress/senate-bill/5062?s=7&r=296
117_s.2992,S. 2992,117,American Innovation and Choice Online Act,13,1,1,0.03805012,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/2992?s=5&r=2992
117_s.3032,S.3032,117,Native American Child Protection Act of 2021,2,1,0,0.07444668,1,0,https://www.congress.gov/bill/117th-congress/senate-bill/2326?s=7&r=3032
117_s.3038,S.3038,117,Keeping Gun Dealers Honest Act of 2021,14,1,0,0.04850746,1,0,https://www.congress.gov/bill/117th-congress/senate-bill/2320?s=7&r=3038
117_s.3052,S. 3052,117,Cambodia Democracy and Human Rights Act of 2022,15,1,1,0.02499298,0,1,https://www.congress.gov/bill/117th-congress/senate-bill/3052?s=6&r=3052
117_s.3068,S. 3068,117,Taiwan ASSURE Act,1,1,1,0.05814697,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/3068?s=6&r=3068
117_s.3075,S. 3075,117,"Department of State, Foreign Operations, and Related Programs Appropriations Act, 2022",0,1,1,0.01283842,0,0,https://www.congress.gov/bill/117th-congress/senate-bill/3075?s=6&r=3075
117_s.3090,S.3090,117,Immigrant Veterans Eligibility Tracking System Act,8,1,0,0.05419136,1,0,https://www.congress.gov/bill/117th-congress/senate-bill/2268?s=7&r=3090
117_s.3131,S.3131,117,CHANCE in TECH Act,2,1,0,0.04359673,1,0,https://www.congress.gov/bill/117th-congress/senate-bill/2227?s=7&r=3131
117_s.3159,S. 3159,117,Fairness and Accountability in Underwriting Chinese Institutions Act,4,1,1,0.03030303,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/3159?s=7&r=3159
117_s.3192,S. 3192,117,Taiwan Deterrence Act,6,1,0,0.05887548,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/3192?s=6&r=2166
117_s.3203,S. 3203,117,National Commission on the COVID 19 Pandemic Act,8,1,1,0.01184379,0,0,https://www.congress.gov/bill/117th-congress/senate-bill/3203?s=8&r=3203
117_s.3224,S. 3224,117,Supply Chain Emergency Response Act,0,1,1,0.0139165,0,1,https://www.congress.gov/bill/117th-congress/senate-bill/3224?s=8&r=3224
117_s.3306,S. 3306,117,SPACE Act,0,1,1,0.06769231,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/3306?s=9&r=3306
117_s.3317,S. 3317,117,Madeleine K. Albright Democracy in the 21st Century Act,1,1,1,0.01647589,0,0,https://www.congress.gov/bill/117th-congress/senate-bill/3317?s=9&r=3317
117_s.332,S. 332,117,Taiwan Invasion Prevention Act,0,1,1,0.04992658,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/332?s=3&r=332
117_s.3326,S. 3326,117,Strengthening Protections Against Chinese Printed Circuit Boards Act,0,1,0,0.02494331,0,1,https://www.congress.gov/bill/117th-congress/senate-bill/3326?s=6&r=2032
117_s.3401,S. 3401,117, ABC Safe Drug Act,1,1,0,0.01796407,0,1,https://www.congress.gov/bill/117th-congress/senate-bill/3401?s=6&r=1957
117_s.3407,S. 3407,117,Guaranteeing Ukrainian Autonomy by Reinforcing its Defense (GUARD) Act of 2021,12,1,1,0.01616255,0,0,https://www.congress.gov/bill/117th-congress/senate-bill/3407?s=2&r=3407
117_s.3463,S. 3463,117,COVID Act of 2022,19,1,1,0.0349345,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/3463?s=2&r=3463
117_s.3466,S. 3466,117,SCRIPT Act,0,1,0,0.04516129,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/3466?s=6&r=1892
117_s.3488,S. 3488,117,Defending Ukraine Sovereignty Act of 2022,41,1,1,0.01381295,0,0,https://www.congress.gov/bill/117th-congress/senate-bill/3488?s=2&r=3488
117_s.3525,S. 3525,117,REEShore Act of 2022,0,1,0,0.10935441,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/3525?s=6&r=1833
117_s.3526,S. 3526,117,STAND with Taiwan Act of 2022,1,1,1,0.03792007,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/3526?s=3&r=1832
117_s.3530,S. 3530,117,REEShore Act of 2022,1,1,0,0.10793238,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/3530?s=6&r=1828
117_s.3563,S. 3563,117,Countering CCP Drones Ac,2,1,0,0.04166667,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/3563?s=6&r=1795
117_s.3565,S. 3565,117,No Taxpayer Dollars for Communist China COVID Tests Act,1,1,1,0.08888889,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/3565?s=3&r=1793
117_s.3573,S. 3573,117," A bill to direct the Secretary of State to seek to enter into negotiations with the Taipei Economic and Cultural Representative Office to rename its office the ""Taiwan Representative Office"", and for other purposes.",4,1,0,0.04237288,1,0,https://www.congress.gov/bill/117th-congress/senate-bill/3573?s=6&r=1785
117_s.3584,S. 3584,117,Countering Corporate Corruption in China Act of 2022,0,1,0,0.06540825,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/3584?s=6&r=1774
117_s.3589,S. 3589,117,Western Hemisphere Security Strategy Act of 2022,4,1,1,0.01718039,0,0,https://www.congress.gov/bill/117th-congress/senate-bill/3589?s=3&r=1769
117_s.3591,S. 3591,117,United States-Ecuador Partnership Act of 2022,6,1,0,0.03174309,1,0,https://www.congress.gov/bill/117th-congress/senate-bill/3591?s=6&r=1767
117_s.3598,S. 3598,117,No Chinese Communist SURPRISE Parties Act,1,1,1,0.02179177,0,1,https://www.congress.gov/bill/117th-congress/senate-bill/3598?s=3&r=1760
117_s.3652,S. 3652,117,Never Yielding Europe s Territory (NYET) Act of 2022,39,1,1,0.01343083,0,0,https://www.congress.gov/bill/117th-congress/senate-bill/3652?s=3&r=1706
117_s.3695,S. 3695,117,IMF Accountability Act of 2022,2,1,1,0.01856764,0,1,https://www.congress.gov/bill/117th-congress/senate-bill/3695?s=3&r=1663
117_s.3721,S. 3721,117,RELIEF Act,6,1,0,0.01473505,0,1,https://www.congress.gov/bill/117th-congress/senate-bill/3721?s=6&r=1637
117_s.3735,S. 3735,117,Deterring Communist Chinese Aggression against Taiwan through Financial Sanctions Act of 2022,2,1,0,0.04625199,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/3735?s=6&r=1623
117_s.3784,S. 3784,117,Say No to the Silk Road Act,8,1,0,0.07187894,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/3784?s=6&r=1574
117_s.379,S. 379,117,Libya Stabilization Act,3,1,1,0.01604379,0,0,https://www.congress.gov/bill/117th-congress/senate-bill/379?s=3&r=4979
117_s.3799,S. 3799,117,PREVENT Pandemics Act,1,1,1,0.02317379,0,0,https://www.congress.gov/bill/117th-congress/senate-bill/3799?s=3&r=1559
117_s.3805,S. 3805,117,United States-Colombia Strategic Alliance Act of 2022,1,1,0,0.02427904,0,1,https://www.congress.gov/bill/117th-congress/senate-bill/3805?s=6&r=1553
117_s.3832,S. 3832,117,0.0,1,1,1,0.02919708,0,0,https://www.congress.gov/bill/117th-congress/senate-bill/3832?s=3&r=1526
117_s.3877,S. 3877,117,CURB CIPS Act of 2022,4,1,1,0.0295082,0,1,https://www.congress.gov/bill/117th-congress/senate-bill/3877?s=3&r=1481
117_s.3926,S. 3926,117,SAFE Act,1,1,0,0.03932584,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/3926?s=6&r=1432
117_s.3950,S. 3950,117,Baltic Defense and Deterrence Act,18,1,1,0.02932551,0,0,https://www.congress.gov/bill/117th-congress/senate-bill/3950?s=3&r=1408
117_s.3958,S. 3958,117,China Trade Cheating Restitution Act of 2022,3,1,0,0.15068493,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/3958?s=6&r=1400&overview=open#content
117_s.3960,S. 3960,117," A bill to establish the CCP Initiative program, and for other purposes.",6,1,0,0.07057057,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/3960?s=6&r=1398&overview=open#content
117_s.3962,S. 3962,117,Quad Critical Minerals Partnership Act,3,1,0,0.15778689,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/3962?s=6&r=1396
117_s.3978,S. 3978,117,NO RUSSIA Act of 2022,3,1,1,0.02270484,0,1,https://www.congress.gov/bill/117th-congress/senate-bill/3978?s=3&r=1380
117_s.4033,S. 4033,117,ONSHORE Manufacturing Act,1,1,0,0.05122125,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/4033?s=6&r=1325
117_s.4035,S. 4035,117,Taiwan Weapons Exports Act of 2022,0,1,0,0.07397959,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/4035?s=6&r=1323
117_s.4051,S. 4051,117,Protecting American Capital Act of 2022,1,1,0,0.0560472,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/4051?s=6&r=1307
117_s.4064,S. 4064,117,International Nuclear Energy Act,1,1,1,0.04946169,1,0,https://www.congress.gov/bill/117th-congress/senate-bill/4064?s=3&r=1294
117_s.4066,S. 4066,117,Fueling Our Nuclear Future Act of 2022,0,1,1,0.01655934,0,1,https://www.congress.gov/bill/117th-congress/senate-bill/4066?s=3&r=1292
117_s.4073,S. 4073,117,Uyghur Policy Act of 2022,0,1,1,0.06783217,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/4073?s=3&r=1285
117_s.4095,S. 4095,117,TASK Act,2,1,0,0.08823529,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/4095?s=6&r=1263
117_s.4099,S. 4099,117,STOP CCP Act of 2022,4,1,0,0.03929539,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/4099?s=6&r=1259
117_s.4101,S. 4101,117,Combating Human Rights Abuses Act of 2022,1,1,1,0.10243902,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/4101?s=3&r=1257
117_s.4112,S. 4112,117,Economic Statecraft for the Twenty-First Century Act,0,1,1,0.05337787,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/4112?s=3&r=1246
117_s.4129,S. 4129,117,Taiwan Peace through Strength Act of 2022,0,1,0,0.03291442,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/4129?s=6&r=1229
117_s.413,S. 413,117,"A bill to establish the China Censorship Monitor and Action Group, and for other purposes.",3,1,1,0.052589,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/413?s=3&r=4945
117_s.4142,S. 4142,117,Preventing PLA Acquisition of United States Technology Act of 2022,5,1,0,0.05417607,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/4142?s=6&r=1216
117_s.4155,S. 4155,117, Alien Tort Statute Clarification Act,1,1,0,0.06576402,1,0,https://www.congress.gov/bill/117th-congress/senate-bill/4155?s=6&r=1203
117_s.417,S. 417,117,Visa Security Act,5,1,1,0.06818182,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/417?s=3&r=4941
117_s.4216,S. 4216,117,North Korean Human Rights Reauthorization Act of 2022,2,1,1,0.06713781,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/4216?s=3&r=1142
117_s.4242,S. 4242,117,Thorium Energy Security Act of 2022,1,1,1,0.02186421,0,1,https://www.congress.gov/bill/117th-congress/senate-bill/4242?s=3&r=1116
117_s.4285,S. 4285,117,Upholding the Inter-American Democratic Charter Act of 2022,4,1,1,0.01881809,0,1,https://www.congress.gov/bill/117th-congress/senate-bill/4285?s=3&r=1073
117_s.429,S. 429,117,Countering Chinese Propaganda Act,0,1,1,0.05145798,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/429?s=3&r=4929
117_s.4290,S. 4290,117,Iran China Accountability Act,9,1,1,0.05931322,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/4290?s=3&r=1068
117_s.4313,S. 4313,117, Defending Americans from Authoritarian Digital Currencies Act,2,1,0,0.03125,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/4313?s=6&r=1045
117_s.4329,S. 4329,117,Reclaiming the Solar Supply Chain Act of 2022,3,1,0,0.01923077,0,1,https://www.congress.gov/bill/117th-congress/senate-bill/4329?s=6&r=1029
117_s.4334,S. 4334,117,United States-Colombia Bicentennial Alliance Act,7,1,0,0.02814187,0,1,https://www.congress.gov/bill/117th-congress/senate-bill/4334?s=6&r=1024
117_s.434,S. 434,117,Iran Diplomacy Act of 2021,10,1,0,0.03076923,1,0,https://www.congress.gov/bill/117th-congress/senate-bill/434?s=6&r=434
117_s.4343,S. 4343,117,No WHO Pandemic Preparedness Treaty Without Senate Approval Act,19,1,1,0.03586066,1,0,https://www.congress.gov/bill/117th-congress/senate-bill/4343?s=3&r=1015
117_s.4356,S. 4356,117,Lummis-Gillibrand Responsible Financial Innovation Act,1,1,0,0.01711313,0,1,https://www.congress.gov/bill/117th-congress/senate-bill/4356?s=6&r=1002
117_s.4401,S. 4401,117,FOIA Fix Act,1,1,1,0.01273885,0,1,https://www.congress.gov/bill/117th-congress/senate-bill/4401?s=3&r=957
117_s.4404,S. 4404,117,HARD ROCK Act of 2022,6,1,1,0.0090703,0,1,https://www.congress.gov/bill/117th-congress/senate-bill/4404?s=3&r=954
117_s.4407,S. 4407,117,China Oil Export Prohibition Act of 2022,1,1,1,0.07931035,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/4407?s=3&r=951
117_s.4428,S.4428,117,Taiwan Policy Act of 2022,1,1,0,0.04932487,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/4428?s=6&r=930
117_s.4490,S.4490,117,Digital Citizenship and Media Literacy Act,4,1,0,0.03247059,1,0,https://www.congress.gov/bill/117th-congress/senate-bill/4490?s=1&r=868
117_s.4503,S.4503,117,Intelligence Authorization Act for Fiscal Year 2023,0,1,0,0.01639797,0,1,http://congress.gov/bill/117th-congress/senate-bill/4503?s=1&r=855
117_s.4509,S.4509,117,Black Sea Security Act of 2022,11,1,0,0.03339005,1,0,https://www.congress.gov/bill/117th-congress/senate-bill/4509?s=1&r=849
117_s.4515,S. 4515,117,No Emergency Crude Oil for Foreign Adversaries Act,11,1,1,0.0045977,0,1,https://www.congress.gov/bill/117th-congress/senate-bill/4515?s=3&r=843
117_s.4516,S. 4516,117,Combating Obstructive National Security Underreporting of Legitimate Threats (CONSULT) Act of 2022,5,1,1,0.02749141,0,1,https://www.congress.gov/bill/117th-congress/senate-bill/4516?s=3&r=842
117_s.4543,S.4543,117,James M. Inhofe National Defense Authorization Act for Fiscal Year 2023,0,1,0,0.01452706,0,1,https://www.congress.gov/bill/117th-congress/senate-bill/4543?s=1&r=815
117_s.4546,S.4546,117,Time to Choose Act of 2022,0,1,0,0.02857143,0,1,https://www.congress.gov/bill/117th-congress/senate-bill/4546?s=1&r=812
117_s.4569,S.4569,117,"Turn OFF THE TAP Act
",2,1,0,0.02133333,0,1,https://www.congress.gov/bill/117th-congress/senate-bill/4569?s=1&r=789
117_s.4620,S.4620,117,"Countering Communist China s Financing of Russia s War on Ukraine Act
",2,1,0,0.04229607,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/4620?s=7&r=738
117_s.4632,S.4632,117,ECON Act,0,1,0,0.02499523,0,1,https://www.congress.gov/bill/117th-congress/senate-bill/4632?s=7&r=726
117_s.4648,S.4648,117,Pacific Islands Embassies Act,4,1,0,0.02467344,0,1,https://www.congress.gov/bill/117th-congress/senate-bill/4648?s=7&r=710
117_s.4652,S.4652,117," Taiwan Democracy Defense Lend-Lease Act of 2022
",1,1,0,0.03258145,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/4652?s=7&r=706
117_s.4653,S.4653,117,Department of State Authorization Act of 2022,1,1,0,0.0128641,0,1,https://www.congress.gov/bill/117th-congress/senate-bill/4653?s=7&r=705
117_s.4664,S.4664,117,"Commerce, Justice, Science, and Related Agencies Appropriations Act, 2023
",0,1,0,0.0087202,0,1,https://www.congress.gov/bill/117th-congress/senate-bill/4664?s=7&r=694
117_s.47,S. 47,117,APP Act,0,1,1,0.00980392,0,1,https://www.congress.gov/bill/117th-congress/senate-bill/47?s=3&r=5311
117_s.4703,S.4703,117,"Securing America s Land from Foreign Interference Act
",2,1,0,0.05241936,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/4703?s=7&r=655
117_s.4731,S.4731,117,SAFE Act,1,1,0,0.07360157,1,0,https://www.congress.gov/bill/117th-congress/senate-bill/4731?s=7&r=627
117_s.4741,S.4741,117,Military Housing Readiness Council Act,4,1,0,0.03203106,1,0,https://www.congress.gov/bill/117th-congress/senate-bill/4742?s=7&r=616
117_s.4744,S.4744,117,"Drone Infrastructure Inspection Grant Act
",2,1,0,0.03367347,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/4744?s=7&r=614
117_s.4756,S.4756,117,Preventing Malign Chinese Influence on Academic Institutions,1,1,0,0.08190476,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/4756?s=7&r=602
117_s.4773,S.4773,117,FISH Act of 2022,1,1,0,0.01674365,0,1,https://www.congress.gov/bill/117th-congress/senate-bill/4773?s=7&r=585
117_s.4786,S.4786,117,PASS Act of 2022,0,1,0,0.07275321,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/4786?s=7&r=572
117_s.4802,S.4802,117, Coast Guard Authorization Act of 2022,2,1,0,0.00649375,0,1,https://www.congress.gov/bill/117th-congress/senate-bill/4802?s=7&r=556
117_s.4820,S.4820,117,Protecting Communications Networks from Chinese Communist Party Espionage Act,1,1,0,0.02831595,0,1,https://www.congress.gov/bill/117th-congress/senate-bill/4820?s=7&r=538
117_s.4821,S.4821,117,SOIL Act of 2022,1,1,0,0.07422969,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/4821?s=7&r=537
117_s.4824,S.4824,117,North Korea Policy Oversight Act of 2022,1,1,0,0.05571794,1,0,https://www.congress.gov/bill/117th-congress/senate-bill/4824?s=7&r=534
117_s.4843,S.4843,117,Taiwan Symbols of Sovereignty (SOS) Act of 2022,5,1,0,0.0647482,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/4843?s=7&r=515
117_s.4900,S. 4900,117,SBIR and STTR Extension Act of 2022,1,1,1,0.09652188,1,0,https://www.congress.gov/bill/117th-congress/senate-bill/4900?s=3&r=458
117_s.4907,S.4907,117,CAUTION Act,0,1,0,0.02309059,0,1,https://www.congress.gov/bill/117th-congress/senate-bill/4907?s=6&r=451
117_s.5018,S.5018,117,DHS Restrictions on Confucius Institutes and Chinese Entities of Concern Act,4,1,0,0.08333333,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/5018?s=6&r=340
117_s.5019,S.5019,117,AMAZON21 Act,1,1,0,0.01593902,0,1,https://www.congress.gov/bill/117th-congress/senate-bill/5019?s=6&r=339
117_s.5034,S.5034,117,"A bill to authorize additional appropriations to increase the production of munitions and ammunition to deter Russian and Chinese aggression, and for other purposes.
117th Congress (2021-2022)",3,1,0,0.00269542,0,1,https://www.congress.gov/bill/117th-congress/senate-bill/5019?s=6&r=339
117_s.5037,S.5037,117,Ending China's Unfair Advantage Act of 2022,9,1,0,0.02515723,0,1,https://www.congress.gov/bill/117th-congress/senate-bill/5037?s=6&r=321
117_s.5039,S.5039,117,A bill to establish a temporary commission to develop a consensus and actionable recommendations on a comprehensive grand strategy with respect to the United States relationship with the People's Republic of China for purposes of ensuring a holistic approach toward the People's Republic of China across all Federal departments and agencies.,14,1,0,0.0186593,0,1,https://www.congress.gov/bill/117th-congress/senate-bill/5039?s=5&r=319
117_s.5050,S.5050,117,Defending Memory Chip Supply Chains from the Chinese Communist Party Act,0,1,0,0.02161547,0,1,https://www.congress.gov/bill/117th-congress/senate-bill/5050/text?s=5&r=308
117_s.5053,S.5053,117,A bill to provide for the meaningful participation of Taiwan in the International Civil Aviation Organization (ICAO).,1,1,0,0.03140097,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/5053?s=5&r=305
117_s.5056,S. 5056,117,Defund EcoHealth Alliance Act,1,1,1,0.02898551,0,1,https://www.congress.gov/bill/117th-congress/senate-bill/5056?s=3&r=302
117_s.5082,S.5082,117,Sanction Xi Jinping for Xinjiang Atrocities Act,0,1,0,0.08567775,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/5082?s=2&r=276
117_s.5122,S.5122,177,CCP Visa Ban Act of 2022,3,1,0,0.0280112,0,1,https://www.congress.gov/bill/117th-congress/senate-bill/5122?s=5&r=236
117_s.5178,S.5178,117,DITCH Act,0,1,0,0.03717827,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/5178?s=5&r=180
117_s.5190,S.5190,117,Ending China's Developing Nation Status Act,0,1,0,0.0458221,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/5190?s=5&r=168
117_s.5195,S.5195,117,Critical Mineral Independence Act of 2022,1,1,0,0.10491071,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/5195?s=5&r=163
117_s.5245,S.5245,117,ANTI-SOCIAL CCP Act,0,1,0,0.03755869,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/5245?s=2&r=113
117_s.5246,S.5246,117,National Development Strategy and Coordination Act of 2022,0,1,0,0.01825127,0,1,https://www.congress.gov/bill/117th-congress/senate-bill/5246?s=2&r=112
117_s.5250,S.5250,117,"A bill to modify requirements for certain employment activities by former intelligence officers and employees of the intelligence community, and for other purposes.",2,1,0,0.01029412,0,1,https://www.congress.gov/bill/117th-congress/senate-bill/5250?s=2&r=108
117_s.5253,S.5253,117,Hong Kong Economic and Trade Office (HKETO) Certification Act,1,1,0,0.04695886,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/5253?s=2&r=105
117_s.5265,S.5265,117,Taiwan Protection and National Resilience Act of 2022,0,1,0,0.05027933,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/5273?s=2&r=85
117_s.5273,S.5273,117,Uyghur Human Rights Sanctions Review Act,0,1,0,0.07003891,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/5273?s=2&r=85
117_s.5287,S.5287,117,Startup Act,3,1,0,0.02994524,0,1,https://www.congress.gov/bill/117th-congress/senate-bill/5287?s=2&r=71
117_s.5306,S.5306,117,Promoting a Resolution to the Tibet-China Conflict Act,2,1,0,0.07134071,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/5306?s=2&r=52
117_s.5352,S.5352,117,Trade with China Strategic Assessment Act of 2022,0,1,0,0.07093822,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/5352?s=2&r=6
117_s.570,S. 570,117,American Financial Markets Integrity and Security Act,6,1,1,0.01814882,0,1,https://www.congress.gov/bill/117th-congress/senate-bill/570?s=3&r=4788
117_s.577,S. 577,117,Foreign Influence Transparency Act,3,1,1,0.03119266,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/577?s=3&r=4781
117_s.590,S. 590,117,CONFUCIUS Act,6,1,1,0.07731959,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/590?s=3&r=4768
117_s.604,S. 604,117,Democracy Technology Partnership Act,7,1,1,0.05402124,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/604?s=3&r=4754
